article_title	PMID	sentence	short_form	long_form
Spectral Signatures of Canthaxanthin Translocation in the Orange Carotenoid Protein.	33287537	Triggered by blue-green light absorption, the carotenoid chromophore undergoes translocation, displacing around 12 Å from the C-terminal domain (CTD) to the N-terminal domain (NTD).	CTD	C-terminal domain
Spectral Signatures of Canthaxanthin Translocation in the Orange Carotenoid Protein.	33287537	Triggered by blue-green light absorption, the carotenoid chromophore undergoes translocation, displacing around 12 Å from the C-terminal domain (CTD) to the N-terminal domain (NTD).	NTD	N-terminal domain
Spectral Signatures of Canthaxanthin Translocation in the Orange Carotenoid Protein.	33287537	By using a combination of molecular dynamics, well-tempered metadynamics, and hybrid quantum mechanical/molecular mechanical (QM/MM) calculations, we were able to mimic the translocation of the carotenoid from the inactive OCPO and obtain metastable red-shifted states in the photoactivation mechanism, replicating the λmax values of reference experimental spectra.	QM/MM	quantum mechanical/molecular mechanical
Gate Bias Stress Instability and Hysteresis Characteristics of InAs Nanowire Field-Effect Transistors.	33287538	Because of the excellent electrical properties, III-V semiconductor nanowires are promising building blocks for next-generation electronics; however, their rich surface states inevitably contribute large amounts of charge traps, leading to gate bias stress instability and hysteresis characteristics in nanowire field-effect transistors (FETs).	FETs	field-effect transistors
Direct Transfer of Phthalate and Alternative Plasticizers from Indoor Source Products to Dust: Laboratory Measurements and Predictive Modeling.	33287540	Phthalate and alternative plasticizers are semivolatile organic compounds (SVOCs) and among the most abundant indoor pollutants.	SVOCs	semivolatile organic compounds
Metabolic Engineering of Pseudomonas chlororaphis Qlu-1 for the Enhanced Production of Phenazine-1-carboxamide.	33287542	Phenazine-1-carboxylic acid (PCA), the primary active ingredient of Shenqinmycin, was awarded the China Pesticide Certificate in 2011 due to its excellent antibacterial action.	PCA	Phenazine-1-carboxylic acid
Self-Regeneration Process of Ni-Cu Alloy Catalysts during a Three-Way Catalytic Reaction-An Operando Study.	33287543	The redox behavior of simple Ni-Cu alloy catalysts, which exhibit high catalytic activity and durability during a three-way catalytic reaction, was studied by operando X-ray absorption spectroscopy (XAS).	XAS	X-ray absorption spectroscopy
Evaluation of the effect of myelotomy on nerve function in rats with spinal cord injury by diffusion tensor imaging.	33287549	Spinal cord injury (SCI) is a severe central nervous system injury that can generally induce different degrees of sensory and motor dysfunction.	SCI	Spinal cord injury
Differential diagnosis of fibroma of tendon sheath and giant cell tumor of tendon sheath in the finger using signal intensity on T2 magnetic resonance imaging.	33287550	The differential diagnosis of fibroma of tendon sheath (FTS) and giant cell tumor of tendon sheath (GCTTS) on the basis of clinical and radiographic characteristics remains difficult.	FTS	fibroma of tendon sheath
Differential diagnosis of fibroma of tendon sheath and giant cell tumor of tendon sheath in the finger using signal intensity on T2 magnetic resonance imaging.	33287550	The differential diagnosis of fibroma of tendon sheath (FTS) and giant cell tumor of tendon sheath (GCTTS) on the basis of clinical and radiographic characteristics remains difficult.	GCTTS	giant cell tumor of tendon sheath
Effectiveness of a Singaporean Community-Based Physical Activity and Nutrition Intervention: A Cluster Randomized Controlled Trial.	33287553	Only the intervention group participated in the Singapore Physical Activity (PA) and Nutrition Study (SPANS), received health resources (calendar, recipe, and booklets) and motivational support from program ambassadors.	PA	Physical Activity
Effectiveness of a Singaporean Community-Based Physical Activity and Nutrition Intervention: A Cluster Randomized Controlled Trial.	33287553	Only the intervention group participated in the Singapore Physical Activity (PA) and Nutrition Study (SPANS), received health resources (calendar, recipe, and booklets) and motivational support from program ambassadors.	SPANS	Singapore Physical Activity (PA) and Nutrition Study
Mycotoxins in food: a review on liquid chromatographic methods coupled to mass spectrometry and their experimental designs.	33287555	This review summarizes applications using conventional experimental designs and some recent studies using response surface methodology (RSM) as a mathematical modeling tool for the optimization of extraction procedures.	RSM	response surface methodology
[Adherence to guidelines in the diagnosis and treatment of ADHD in children and adolescents in routine care: A representative survey].	33287563	The study evaluated guideline adherence in the current routine care of children and adolescents with Attention Deficit-/Hyperactivity Disorder (ADHD) in various groups of healthcare providers nationwide.	ADHD	Attention Deficit-/Hyperactivity Disorder
School absenteeism as a potential proxy of functionality in pediatric patients with somatic symptom and related disorders.	33287565	Little is known about the school functioning of youth who are medically admitted with somatic symptom and related disorders (SSRD).	SSRD	symptom and related disorders
Religiosity, Acculturation, and Preterm Birth in Mexican-Origin Women: A Pilot Study.	33287567	Explanations for racial disparities in preterm birth (PTB) are elusive, especially when comparing high rates in some racial groups with low rates in Mexican-immigrant women.	PTB	preterm birth
Vertical Facial Skeletal Asymmetry and Occlusal Cant Relationship in Patients With Unilateral Cleft Lip and Palate.	33287569	To evaluate the maxillary and mandibular vertical skeletal asymmetries, and the correlation between these asymmetries and occlusal cant in patients with unilateral cleft lip-palate (UCLP).	UCLP	unilateral cleft lip-palate
(S)-(-)-N-[2-(3-Hydroxy-2-oxo-2,3-dihydro-1H-indol-3-yl)-ethyl]-acetamide inhibits melanoma cell growth through inducing apoptosis and autophagy.	33287574	(S)-(-)-N-[2-(3-Hydroxy-2-oxo-2,3-dihydro-1H-indol-3-yl)-ethyl]-acetamide (SA) was a new compound isolated from the leaves of Selaginella pulvinata, with potent activities to inhibit the proliferation of SK-mel-110 cells.	SA	S)-(-)-N-[2-(3-Hydroxy-2-oxo-2,3-dihydro-1H-indol-3-yl)-ethyl]-acetamide
Brokering science, blaming culture: The US-South Korea ecological survey in the Demilitarized Zone, 1963-8.	33287575	This paper examines the planning, execution, and closure of the US-Korea Cooperative Ecological Survey project in the Korean Demilitarized Zone (DMZ) in the 1960s.	DMZ	Demilitarized Zone
Brokering science, blaming culture: The US-South Korea ecological survey in the Demilitarized Zone, 1963-8.	33287575	In this period, the U.S. National Academy of Sciences (NAS) initiated bilateral scientific cooperation between the NAS and similar organizations in developing countries along the line of the developmental turn of U.S. foreign assistance.	NAS	National Academy of Sciences
[Feeding and eating disorders in ICD-11].	33287577	In addition to illustrating the revision of the guidelines for each disorder, we also comment on the inclusion of a new set of diagnoses, avoidant/restrictive food intake disorder (ARFID) and binge-eating disorder (BED).	ARFID	avoidant/restrictive food intake disorder
[Feeding and eating disorders in ICD-11].	33287577	In addition to illustrating the revision of the guidelines for each disorder, we also comment on the inclusion of a new set of diagnoses, avoidant/restrictive food intake disorder (ARFID) and binge-eating disorder (BED).	BED	binge-eating disorder
Changing Perspectives: Offloading a Patient With a Diabetic Foot Ulcer as Opposed to Offloading a Diabetic Foot Ulcer.	33287580	Diabetic foot ulcers (DFUs) represent a tremendous burden to health care systems.	DFUs	Diabetic foot ulcers
Timing of Pulmonary Rehabilitation in Readmitted Patients with Severe Chronic Obstructive Pulmonary Disease: A Randomized Clinical Trial.	33287581	Early pulmonary rehabilitation (PR), started during hospitalization or within the first month after discharge, has been shown to reduce exacerbations and improve health-related-quality of life (HRQoL) and exercise capacity.	PR	pulmonary rehabilitation
Timing of Pulmonary Rehabilitation in Readmitted Patients with Severe Chronic Obstructive Pulmonary Disease: A Randomized Clinical Trial.	33287581	Early pulmonary rehabilitation (PR), started during hospitalization or within the first month after discharge, has been shown to reduce exacerbations and improve health-related-quality of life (HRQoL) and exercise capacity.	HRQoL	health-related-quality of life
Timing of Pulmonary Rehabilitation in Readmitted Patients with Severe Chronic Obstructive Pulmonary Disease: A Randomized Clinical Trial.	33287581	However, no randomized clinical trials (RCT) have compared the efficacy of PR started during hospitalization (DHPR) to PR initiated one month post-hospitalization (PHPR).	RCT	randomized clinical trials
Hb Athens-Georgia (beta 40(C6) Arg > Lys, HBB:c.122G > A) with a single α-globin gene (Hb H disease) in a Thai family: molecular, hematological, and diagnostic aspects.	33287582	Interaction of structural hemoglobin (Hb) variants with α- or β-globin defects are occasional in Southeast Asia.	Hb	hemoglobin
Hb Athens-Georgia (beta 40(C6) Arg > Lys, HBB:c.122G > A) with a single α-globin gene (Hb H disease) in a Thai family: molecular, hematological, and diagnostic aspects.	33287582	Herein we provide the first description of Hb Athens-Georgia (Hb A-Ga) in association with deletional Hb H disease, a novel combination previously undescribed in the population.	Hb A-Ga	Hb Athens-Georgia
Hb Athens-Georgia (beta 40(C6) Arg > Lys, HBB:c.122G > A) with a single α-globin gene (Hb H disease) in a Thai family: molecular, hematological, and diagnostic aspects.	33287582	Hematological analysis indicated that the proband (βA-Ga/βA, -SEA/-α3.7) had moderate anemia and was markedly hypochromic with microcytic red blood cells (RBCs).	RBCs	red blood cells
Current monitoring and treatment of progressive fibrosing interstitial lung disease: a survey of physicians in Japan, the United States, and the European Union.	33287583	Objective To understand assumptions and approaches to interstitial lung disease (ILD), including those of the progressive phenotype (progressive fibrosing ILD), this multinational survey assessed physicians' attitudes toward, knowledge of, and management strategies for progressive fibrosing ILD.	ILD	interstitial lung disease
